Geographical Location,Report Date,MDS Item Question/Description,MDS Item Response,Percent,Total Residents
Montana,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,32.67,1101
Nebraska,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,59.84,6026
Nebraska,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,40.16,4045
Nevada,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,65.21,4186
Nevada,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,34.79,2233
New Hampshire,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,61.74,3707
New Hampshire,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,38.26,2297
New Jersey,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,61.58,27097
New Jersey,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,38.42,16905
New Mexico,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,60.84,3548
New Mexico,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,39.16,2284
New York,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,62.79,65278
New York,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,37.21,38692
North Carolina,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,60.46,22431
North Carolina,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,39.54,14668
North Dakota,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,63.41,2878
North Dakota,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,36.59,1661
Ohio,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,58.32,41131
Ohio,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,41.68,29391
Oklahoma,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,56.26,9981
Oklahoma,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,43.74,7761
Oregon,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,64.85,4862
Oregon,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,35.15,2635
Pennsylvania,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,61.45,43334
Pennsylvania,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,38.55,27185
Puerto Rico,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,98.9,180
Puerto Rico,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,*,*
Rhode Island,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,64.89,4554
Rhode Island,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,35.11,2464
South Carolina,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,59.07,10408
South Carolina,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,40.93,7213
South Dakota,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,62.71,3110
South Dakota,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,37.29,1849
Tennessee,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,62.23,16321
Tennessee,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,37.77,9908
Texas,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,58.89,54538
Texas,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,41.11,38072
Utah,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,72.32,4484
Utah,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,27.68,1716
Vermont,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,63.34,1574
Vermont,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,36.66,911
Virgin Islands,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,*,*
Virgin Islands,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,*,*
Virginia,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,64.48,19166
Virginia,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,35.52,10560
Washington,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,69.68,10326
Washington,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,30.32,4494
West Virginia,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,54.49,5347
West Virginia,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,45.51,4466
Wisconsin,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,63.44,11565
Wisconsin,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,36.56,6664
Wyoming,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,66.6,1342
Wyoming,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,33.4,673
National Total,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,59.73,777552
National Total,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,40.27,524135
Alabama,"Q1, 2025",A1800: Identification Information - Entered From,Community,*,*
Alabama,"Q1, 2025",A1800: Identification Information - Entered From,Other,*,*
Alabama,"Q1, 2025",A1800: Identification Information - Entered From,Psychiatric hospital,*,*
Alabama,"Q1, 2025",A1800: Identification Information - Entered From,Inpatient rehabilitation facility,*,*
Alabama,"Q1, 2025",A1800: Identification Information - Entered From,Hospice,*,*
Alabama,"Q1, 2025",A1800: Identification Information - Entered From,Long Term Care Hospital,*,*
Alabama,"Q1, 2025",A1800: Identification Information - Entered From,ID/DD facility,*,*
Alabama,"Q1, 2025",A1800: Identification Information - Entered From,Acute hospital,*,*
Alabama,"Q1, 2025",A1800: Identification Information - Entered From,Another nursing home or swing bed,*,*
Alaska,"Q1, 2025",A1800: Identification Information - Entered From,Community,*,*
Alaska,"Q1, 2025",A1800: Identification Information - Entered From,Other,*,*
Alaska,"Q1, 2025",A1800: Identification Information - Entered From,Long Term Care Hospital,*,*
Alaska,"Q1, 2025",A1800: Identification Information - Entered From,ID/DD facility,*,*
Alaska,"Q1, 2025",A1800: Identification Information - Entered From,Psychiatric hospital,*,*
Alaska,"Q1, 2025",A1800: Identification Information - Entered From,Inpatient rehabilitation facility,*,*
Alaska,"Q1, 2025",A1800: Identification Information - Entered From,Acute hospital,*,*
Alaska,"Q1, 2025",A1800: Identification Information - Entered From,Hospice,*,*
Alaska,"Q1, 2025",A1800: Identification Information - Entered From,Another nursing home or swing bed,*,*
Arizona,"Q1, 2025",A1800: Identification Information - Entered From,Community,*,*
Arizona,"Q1, 2025",A1800: Identification Information - Entered From,Other,*,*
Arizona,"Q1, 2025",A1800: Identification Information - Entered From,Long Term Care Hospital,*,*
Arizona,"Q1, 2025",A1800: Identification Information - Entered From,Psychiatric hospital,*,*
Arizona,"Q1, 2025",A1800: Identification Information - Entered From,ID/DD facility,*,*
Arizona,"Q1, 2025",A1800: Identification Information - Entered From,Inpatient rehabilitation facility,*,*
Arizona,"Q1, 2025",A1800: Identification Information - Entered From,Hospice,*,*
Arizona,"Q1, 2025",A1800: Identification Information - Entered From,Acute hospital,*,*
Arizona,"Q1, 2025",A1800: Identification Information - Entered From,Another nursing home or swing bed,*,*
Arkansas,"Q1, 2025",A1800: Identification Information - Entered From,Other,*,*
Arkansas,"Q1, 2025",A1800: Identification Information - Entered From,Community,*,*
Arkansas,"Q1, 2025",A1800: Identification Information - Entered From,Psychiatric hospital,*,*
Arkansas,"Q1, 2025",A1800: Identification Information - Entered From,ID/DD facility,*,*
Arkansas,"Q1, 2025",A1800: Identification Information - Entered From,Long Term Care Hospital,*,*
Arkansas,"Q1, 2025",A1800: Identification Information - Entered From,Inpatient rehabilitation facility,*,*
Arkansas,"Q1, 2025",A1800: Identification Information - Entered From,Hospice,*,*
Arkansas,"Q1, 2025",A1800: Identification Information - Entered From,Acute hospital,*,*
Arkansas,"Q1, 2025",A1800: Identification Information - Entered From,Another nursing home or swing bed,*,*
California,"Q1, 2025",A1800: Identification Information - Entered From,Other,*,*
California,"Q1, 2025",A1800: Identification Information - Entered From,Community,*,*
California,"Q1, 2025",A1800: Identification Information - Entered From,Acute hospital,*,*
California,"Q1, 2025",A1800: Identification Information - Entered From,Long Term Care Hospital,*,*
California,"Q1, 2025",A1800: Identification Information - Entered From,Psychiatric hospital,*,*
California,"Q1, 2025",A1800: Identification Information - Entered From,ID/DD facility,*,*
California,"Q1, 2025",A1800: Identification Information - Entered From,Inpatient rehabilitation facility,*,*
California,"Q1, 2025",A1800: Identification Information - Entered From,Hospice,*,*
California,"Q1, 2025",A1800: Identification Information - Entered From,Another nursing home or swing bed,*,*
Colorado,"Q1, 2025",A1800: Identification Information - Entered From,Community,*,*
Colorado,"Q1, 2025",A1800: Identification Information - Entered From,Other,*,*
Colorado,"Q1, 2025",A1800: Identification Information - Entered From,Psychiatric hospital,*,*
Colorado,"Q1, 2025",A1800: Identification Information - Entered From,Inpatient rehabilitation facility,*,*
Colorado,"Q1, 2025",A1800: Identification Information - Entered From,Hospice,*,*
Colorado,"Q1, 2025",A1800: Identification Information - Entered From,Long Term Care Hospital,*,*
Colorado,"Q1, 2025",A1800: Identification Information - Entered From,ID/DD facility,*,*
Colorado,"Q1, 2025",A1800: Identification Information - Entered From,Acute hospital,*,*
Colorado,"Q1, 2025",A1800: Identification Information - Entered From,Another nursing home or swing bed,*,*
Connecticut,"Q1, 2025",A1800: Identification Information - Entered From,Other,*,*
Connecticut,"Q1, 2025",A1800: Identification Information - Entered From,Community,*,*
Connecticut,"Q1, 2025",A1800: Identification Information - Entered From,Psychiatric hospital,*,*
Connecticut,"Q1, 2025",A1800: Identification Information - Entered From,ID/DD facility,*,*
Connecticut,"Q1, 2025",A1800: Identification Information - Entered From,Long Term Care Hospital,*,*
Connecticut,"Q1, 2025",A1800: Identification Information - Entered From,Inpatient rehabilitation facility,*,*
Connecticut,"Q1, 2025",A1800: Identification Information - Entered From,Hospice,*,*
Connecticut,"Q1, 2025",A1800: Identification Information - Entered From,Acute hospital,*,*
Connecticut,"Q1, 2025",A1800: Identification Information - Entered From,Another nursing home or swing bed,*,*
Delaware,"Q1, 2025",A1800: Identification Information - Entered From,Community,*,*
Delaware,"Q1, 2025",A1800: Identification Information - Entered From,Other,*,*
Delaware,"Q1, 2025",A1800: Identification Information - Entered From,Psychiatric hospital,*,*
Delaware,"Q1, 2025",A1800: Identification Information - Entered From,Inpatient rehabilitation facility,*,*
Delaware,"Q1, 2025",A1800: Identification Information - Entered From,Hospice,*,*
Delaware,"Q1, 2025",A1800: Identification Information - Entered From,Long Term Care Hospital,*,*
Delaware,"Q1, 2025",A1800: Identification Information - Entered From,ID/DD facility,*,*
Delaware,"Q1, 2025",A1800: Identification Information - Entered From,Acute hospital,*,*
Delaware,"Q1, 2025",A1800: Identification Information - Entered From,Another nursing home or swing bed,*,*
District of Columbia,"Q1, 2025",A1800: Identification Information - Entered From,Other,*,*
District of Columbia,"Q1, 2025",A1800: Identification Information - Entered From,Community,*,*
District of Columbia,"Q1, 2025",A1800: Identification Information - Entered From,Acute hospital,*,*
District of Columbia,"Q1, 2025",A1800: Identification Information - Entered From,Long Term Care Hospital,*,*
District of Columbia,"Q1, 2025",A1800: Identification Information - Entered From,Psychiatric hospital,*,*
District of Columbia,"Q1, 2025",A1800: Identification Information - Entered From,ID/DD facility,*,*
District of Columbia,"Q1, 2025",A1800: Identification Information - Entered From,Inpatient rehabilitation facility,*,*
District of Columbia,"Q1, 2025",A1800: Identification Information - Entered From,Hospice,*,*
District of Columbia,"Q1, 2025",A1800: Identification Information - Entered From,Another nursing home or swing bed,*,*
Florida,"Q1, 2025",A1800: Identification Information - Entered From,Community,*,*
Florida,"Q1, 2025",A1800: Identification Information - Entered From,Other,*,*
Florida,"Q1, 2025",A1800: Identification Information - Entered From,Long Term Care Hospital,*,*
Florida,"Q1, 2025",A1800: Identification Information - Entered From,ID/DD facility,*,*
Florida,"Q1, 2025",A1800: Identification Information - Entered From,Psychiatric hospital,*,*
Florida,"Q1, 2025",A1800: Identification Information - Entered From,Inpatient rehabilitation facility,*,*
Florida,"Q1, 2025",A1800: Identification Information - Entered From,Acute hospital,*,*
Florida,"Q1, 2025",A1800: Identification Information - Entered From,Hospice,*,*
Florida,"Q1, 2025",A1800: Identification Information - Entered From,Another nursing home or swing bed,*,*
Georgia,"Q1, 2025",A1800: Identification Information - Entered From,Other,*,*
Georgia,"Q1, 2025",A1800: Identification Information - Entered From,Community,*,*
Georgia,"Q1, 2025",A1800: Identification Information - Entered From,Psychiatric hospital,*,*
Georgia,"Q1, 2025",A1800: Identification Information - Entered From,ID/DD facility,*,*
Georgia,"Q1, 2025",A1800: Identification Information - Entered From,Long Term Care Hospital,*,*
Georgia,"Q1, 2025",A1800: Identification Information - Entered From,Inpatient rehabilitation facility,*,*
Georgia,"Q1, 2025",A1800: Identification Information - Entered From,Hospice,*,*
Georgia,"Q1, 2025",A1800: Identification Information - Entered From,Acute hospital,*,*
Georgia,"Q1, 2025",A1800: Identification Information - Entered From,Another nursing home or swing bed,*,*
Hawaii,"Q1, 2025",A1800: Identification Information - Entered From,Community,*,*
Hawaii,"Q1, 2025",A1800: Identification Information - Entered From,Other,*,*
Hawaii,"Q1, 2025",A1800: Identification Information - Entered From,Psychiatric hospital,*,*
Hawaii,"Q1, 2025",A1800: Identification Information - Entered From,Inpatient rehabilitation facility,*,*
